rank_tier,cwid,name,primary_title,primary_department,confirmed_pubs,active_pi_grants,max_pub_impact
E_tail,"ggg9004","Giselle Gozum","Assistant Professor of Clinical Pediatrics","Pediatrics",3,0,52.0
E_tail,"met4019","Mesut Toprak","Assistant Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",3,0,
E_tail,"htd9001","Helen T. Ding","Assistant Professor of Clinical Psychiatry","Psychiatry",3,0,34.0
E_tail,"nlg9003","Nicole Lauren Gerber","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",3,0,35.0
E_tail,"trs7005","Travis Stradford","Assistant Professor of Clinical Radiology","Radiology",3,0,34.0
E_tail,"mea9074","Meira Abramowitz","Assistant Professor of Medicine","Medicine",3,0,44.0
E_tail,"ryd4002","Ryan Des Jean","Assistant Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",3,0,
E_tail,"alg2009","Alyson H. Gutman","Assistant Professor of Clinical Pediatrics","Pediatrics",3,0,36.0
E_tail,"chs9218","Christina Shayevitz","Assistant Professor of Clinical Psychiatry","Psychiatry",3,0,45.0
E_tail,"vas9008","Vishwas Singh","Assistant Professor of Medicine","Medicine",3,0,53.0
E_tail,"joc9018","Joseph J. Chang","Assistant Professor of Medicine","Medicine",3,0,
E_tail,"sas9338","Syed Shamsi","Assistant Professor of Clinical Psychiatry","Psychiatry",3,0,
E_tail,"vka9001","Virginia Mutch","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",3,0,
E_tail,"shc9155","Shannon Caesar-Peterson","Instructor in Surgery","Surgery",3,0,
E_tail,"kab9238","Karen Blitz-Shabbir","Assistant Professor of Clinical Neurology","Neurology",3,0,45.0
E_tail,"nek7004","Nicole Kelly","Instructor in Medicine","Medicine",3,0,
E_tail,"mac9456","Meghan Conroy","Assistant Professor of Clinical Psychiatry","Psychiatry",3,0,
E_tail,"alt9071","Alice Joy Tang","Assistant Professor of Clinical Medicine","Medicine",3,0,40.0
E_tail,"asd9035","Ashima Dhamija","Assistant Professor of Clinical Anesthesiology","Anesthesiology",3,0,
E_tail,"ahb9011","Abigail Benudis","Assistant Professor of Clinical Psychiatry","Psychiatry",3,0,
E_tail,"ans3001","Anthony Smith","Associate Professor of Clinical Medicine","Medicine",3,0,
E_tail,"rci9002","Ramsay Christian Ishak","Assistant Professor of Clinical Radiology","Radiology",3,0,
E_tail,"mds9018","Manali Saraiya","Assistant Professor of Clinical Medicine","Medicine",3,0,37.0
E_tail,"wij9024","William Johnson","Assistant Professor","Radiology",3,0,
E_tail,"sts4006","Stacia Semple","Assistant Professor of Clinical Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",3,0,55.0
E_tail,"daw9094","David Chappell Weir","Assistant Professor of Clinical Medicine","Medicine",3,0,
E_tail,"knf9004","Kristen Leeman","Assistant Professor of Clinical Radiology","Radiology",3,0,
E_tail,"deg9068","Deepti Gupta","Assistant Professor of Clinical Radiology","Radiology",3,0,
C_active_PI,"cah4016","Cameron Hoerig","Instructor of Biomedical Engineering in Radiology","Radiology",2,2,54.0
C_active_PI,"ana2348","Antoinette A Allen","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",2,1,60.0
E_tail,"dak9065","Daniel Knoepflmacher","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"ria4016","Rima Abhyankar","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,
E_tail,"sis9035","Sirikishan Ramkishan Shetty","Assistant Professor","Ophthalmology",2,0,
E_tail,"anb9369","Antara Banik","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"anr4030","Andrew Renaldo","Assistant Professor of Clinical Radiology","Radiology",2,0,34.0
E_tail,"jih9045","Jihoon Ha","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"arf7004","Arielle Casasnovas","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",2,0,
E_tail,"rer2011","Rebecca Roediger","Assistant Professor of Medicine","Medicine",2,0,
E_tail,"hwe7001","Henry Evans","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,
E_tail,"asq2001","Andrew Quinn","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",2,0,36.0
E_tail,"zab4006","Zachary Barry","Instructor in Ophthalmology","Ophthalmology",2,0,
E_tail,"ank9177","Alexandra King","Assistant Professor of Medicine","Medicine",2,0,56.0
E_tail,"tam4017","Tanya Maistry","Assistant Professor of Anatomy Teaching in Radiology","Radiology",2,0,
E_tail,"bms7002","B. Michelle Strong","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",2,0,
E_tail,"ahmedsh","Shakil Ahmed","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,27.0
E_tail,"bss4002","Benjamin Silver","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"mtw2001","Melanie T Wilson-Taylor","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,47.0
E_tail,"mik9152","Michael Kim","Assistant Professor of Clinical Medicine","Medicine",2,0,65.0
E_tail,"cmh9016","Christopher Hennessy","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",2,0,
E_tail,"jog4038","Jonah Goldblatt","Instructor in Ophthalmology","Ophthalmology",2,0,
E_tail,"fly9001","Florence Yu","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"bds2001","Brian D Schwartz","Assistant Professor of Medicine","Medicine",2,0,
E_tail,"kal9006","Keith A. LaScalea","Associate Professor of Clinical Medicine","Medicine",2,0,
E_tail,"wil9046","William Levine","Assistant Professor of Medicine","Medicine",2,0,30.0
E_tail,"arl2006","Arielle Linsky","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",2,0,
E_tail,"nrr9001","Noah R Reisman","Assistant Professor of Clinical Medicine","Medicine",2,0,37.0
E_tail,"gzq9001","Jay Canarick","Instructor in Medicine","Medicine",2,0,
E_tail,"slubansk","Stasi Lubansky","Assistant Professor of Education in Clinical Medicine","Medicine",2,0,
E_tail,"jal2044","Jack Levy","Assistant Professor of Clinical Dermatology","Dermatology",2,0,
E_tail,"aam2011","Avelin Adrian Malyango","Asst Prof of Anatomy in Radiology","Radiology",2,0,
E_tail,"spk9004","Sean Kerrigan","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,22.0
E_tail,"reh2012","Rebecca Hellmann","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",2,0,
E_tail,"dma9013","Dianne M. Augelli","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"ulw4001","Ul Weena","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"jue9031","Junona Elgudin","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"jak2011","Jamie Kramer","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",2,0,
E_tail,"ank4041","Andrew Kuhn","Assistant Professor of Clinical Radiology","Radiology",2,0,
E_tail,"has9072","Hamilton Shay","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,
E_tail,"mip4026","Miloni Parekh","Assistant Professor of Medicine","Medicine",2,0,
E_tail,"tha9039","Max Cabrera","Instructor in Psychiatry","Psychiatry",2,0,
E_tail,"gis9056","Justine Ko","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",2,0,
E_tail,"dss9015","Deborah Silber","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"yem4001","Yesha Malik","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"awd9003","Avani Baral","Assistant Professor of Clinical Radiology","Radiology",2,0,
E_tail,"yom9029","Younghoon Moon","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,
E_tail,"dgh7001","David Hankins","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,50.0
E_tail,"hml4002","Hannah Lehrenbaum","Assistant Professor of Medicine","Medicine",2,0,
E_tail,"hyb9007","Hyunji Boo","Assistant Professor of Podiatry in Clinical Surgery","Surgery",2,0,
E_tail,"jeg2040","Jesse Gruber","Instructor in Medicine","Medicine",2,0,
E_tail,"faa4038","Felipe Ayala","Assistant Professor of Clinical Neurology","Neurology",2,0,
E_tail,"sca4007","Susan Cavender","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"sos4020","Sophie Sohval","Assistant Professor of Medicine","Medicine",2,0,40.0
E_tail,"mei4003","Mehrin Islam","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",2,0,
E_tail,"alw9092","Alana Warhit","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"suf9030","Susan Fraymovich","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",2,0,45.0
E_tail,"jmg2015","Jamie Gray","Associate Librarian","Library",2,0,
E_tail,"psg9004","Peter S Gregos","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"jel9100","Jennifer Lee","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,
E_tail,"tac4022","Tatiana Carrillo","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",2,0,
E_tail,"say9020","Sarah Yu","Assistant Professor of Obstetrics and Gynecology","Obstetrics and Gynecology",2,0,
E_tail,"anf9170","Andrew Feldman","Assistant Professor of Clinical Neurology","Neurology",2,0,20.0
E_tail,"ksf9003","Katherine Penziner","Assistant Professor of Clinical Medicine","Medicine",2,0,37.0
E_tail,"hes9045","Helene Strauss","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"rcs7001","Renee Catherine Saenger","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"jow9033","Joan M Tennyson","Lecturer of Medical Ethics in Medicine","Medicine",2,0,37.0
E_tail,"srm2001","Susana R Morales","Associate Professor of Clinical Medicine","Medicine",2,0,38.0
E_tail,"als4049","Alexandra Stern","Assistant Professor of Medicine","Medicine",2,0,
E_tail,"keh4017","Kevin Harvey","Instructor in Ophthalmology","Ophthalmology",2,0,
E_tail,"arl2007","Arielle Blair Lehman","Assistant Professor of Clinical Neurology","Neurology",2,0,
E_tail,"jur9084","Juliana Romano","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,37.0
E_tail,"shb9211","Shelby Badani","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,
E_tail,"zzu9001","Elizabeth Bellew","Assistant Professor of Clinical Radiology","Radiology",2,0,
E_tail,"mah9270","Maria Hanna","Assistant Professor of Clinical Radiology","Radiology",2,0,
E_tail,"egl7002","Evan Lustbader","Assistant Professor of Clinical Radiology","Radiology",2,0,
E_tail,"asc9042","Asaf Cohen","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"njd9006","Price DeHay","Assistant Professor of Clinical Radiology","Radiology",2,0,
E_tail,"tpq9001","Timothy Quinn","Assistant Professor of Clinical Urology","Urology",2,0,53.0
E_tail,"sjb2010","Samuel J. Boas (Psychiatry)","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"jod9114","John Doolan","Assistant Professor of Podiatry in Clinical Surgery","Surgery",2,0,
E_tail,"zhf3001","Zhanna Fridel","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",2,0,
E_tail,"ark2015","Arielle Kushman","Assistant Professor of Medicine","Medicine",2,0,48.0
E_tail,"aem4004","Andrew Majeste","Instructor in Clinical Emergency Medicine","Emergency Medicine",2,0,
E_tail,"kqe9004","BahiaZoe Wahba","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"kad4026","Katharine Dermigny","Assistant Professor of Clinical Neurology","Neurology",2,0,
E_tail,"frt2004","Francesca Tubito-Massarano","Instructor of Human Genetics in Clinical Medicine","Medicine",2,0,57.0
E_tail,"zuk4002","Zuhair Khan","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",2,0,
E_tail,"nig9072","Nicholas Genova","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"aly2015","Alexandra Hyejoo Yoon","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"mhl4004","Mike H Lee","Assistant Professor of Clinical Radiology","Radiology",2,0,
E_tail,"deb9114","Deep Bhatt","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"ayu4002","Aylin Unsal","Instructor in Obstetrics and Gynecology","Obstetrics and Gynecology",2,0,
E_tail,"vst9006","Megan Hophing","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"jau2001","Jaroslav Usenko","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,27.0
E_tail,"tet9025","Teagan Thorson","Assistant Professor of Clinical Surgery","Surgery",2,0,35.0
E_tail,"php4003","Philip Petrou","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,34.0
E_tail,"jlb9024","Jessica Alvelo","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",2,0,
E_tail,"dbl9010","Daniel Bryan Lowenstein - Child Neurology","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,
E_tail,"nsa9005","N.S. Freda Auyeung","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,
E_tail,"smb9040","Sophie Berger","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,39.0
E_tail,"mit9053","Michael Turman","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",2,0,
E_tail,"prk9039","Priya Katari","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,
E_tail,"rlh9012","Roger Hopson","Assistant Professor of Clinical Medicine","Medicine",2,0,36.0
E_tail,"raz7003","Rachel Zambrowicz","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"gaf9033","Grace Fong","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,
E_tail,"mer2009","Marsha E. Rubin","Associate Professor of Clinical Surgery (Dental, Oral & Maxillofacial Surgery)","Surgery",2,0,
E_tail,"mah9319","Mary Ann Hernando","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"pof2001","Po Fong","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",2,0,
E_tail,"hvi9001","Ashima Oza","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"jec9196","Jennifer Chen","Assistant Professor of Medicine","Medicine",2,0,48.0
E_tail,"yvc9020","Yvonne Chak","Instructor in Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",2,0,
E_tail,"aad2004","Alaeldin A. Darwich","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,
E_tail,"mcp7002","Matthew C Pieh","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"seo2002","Siobhan E. O'Herron","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"djp9016","Domenic Joseph Pedulla - Anesthesiology","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,
E_tail,"woh9003","Rebecca Wax","Assistant Professor of Clinical Radiology","Radiology",2,0,
E_tail,"cam4013","Carmen Mootz","Assistant Professor of Psychology  in Clinical Psychiatry","Psychiatry",2,0,33.0
E_tail,"rab2029","Rachid Bendriss - WCMC-Q","Assistant Professor of Education in Medicine","Medicine",2,0,40.0
E_tail,"krt2001","Kalyani Trivedi","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,
E_tail,"gar4013","Gayatri Raj Ghosh","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,
E_tail,"cen2004","Cecilia E.W. Nicol","Assistant Professor of Clinical Medicine","Medicine",2,0,63.0
E_tail,"leb4023","Lily Barash","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,
E_tail,"msa9012","Mariam Ashraf","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,
E_tail,"esd9012","Emily Dumas","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"jeg9298","Christopher Tenorio","Assistant Professor of Clinical Anesthesiology","Anesthesiology",2,0,22.0
E_tail,"nrl9007","Neil Lim","Assistant Professor of Clinical Medicine","Medicine",2,0,
E_tail,"fan4001","Farzaneh Nabizadeh","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",2,0,
E_tail,"aak4012","Aarani Kandeepan","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,34.0
E_tail,"elt4002","Elsa Thomas","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"shm9339","Sheera Minkowitz","Assistant Professor of Clinical Pediatrics","Pediatrics",2,0,
E_tail,"nmh9005","Nia Harris","Assistant Professor of Clinical Psychiatry","Psychiatry",2,0,
E_tail,"azg9004","Maria Grigovich","Assistant Professor of Clinical Radiology","Radiology",2,0,55.0
E_tail,"nas9172","Navendra Singh","Assistant Professor of Clinical Medicine","Medicine",2,0,55.0
E_tail,"lsm9010","Laura Werle","Instructor in Medicine","Medicine",2,0,
E_tail,"vxm9002","Arielle Bergman","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,36.0
E_tail,"mjh9011","Michele Haughton","Assistant Professor of Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"jph4001","Joshua Heisler","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"moj2006","Moune Jabre","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"amk9090","Amanda Kravitz","Instructor in Pediatrics","Pediatrics",1,0,
E_tail,"ala2002","Alizabeth Acevedo","Assistant Professor of Clinical Anesthesiology","Anesthesiology",1,0,
E_tail,"jfmurray","Joseph F Murray","Associate Professor of Clinical Psychiatry","Psychiatry",1,0,45.0
E_tail,"zes9010","Zenna Solomon","Assistant Professor of Pediatrics","Pediatrics",1,0,53.0
E_tail,"lak2024","Laura Kim","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"tim9072","Tina Mathew","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",1,0,
E_tail,"mah9335","Margaret Huynh","Assistant Professor of Clinical Neurology","Neurology",1,0,
E_tail,"poy9002","Pomin Yeung","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"sag4043","Saikat Goswami","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,
E_tail,"xiw4023","Xin Yu Wang","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"rka4010","Robert Arao","Instructor in Medicine","Medicine",1,0,
E_tail,"jms4011","Jordana Smith","Associate Professor of Clinical Ophthalmology","Ophthalmology",1,0,
E_tail,"mklein","Melissa I. Klein","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",1,0,
E_tail,"dac9130","Daniel A Cabrera","Assistant Professor-Clinical","Psychiatry",1,0,41.0
E_tail,"dal7043","David López Molina","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",1,0,
E_tail,"rij9024","Rida Jamil","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"cht9117","Christina Tempesta","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,
E_tail,"suf9021","Susan Fong","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"raf4005","Rateb Fouad","Instructor in Medicine","Medicine",1,0,
E_tail,"nar9115","Nicholas Romano - Psychiatry","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"vnc9002","Vivian Chin","Assistant Professor of Clinical Neurology","Neurology",1,0,
E_tail,"nhu9001","Vaishali Krishnamoorthy","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"gas2020","Gabriella Safyer","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"ghleona","Garrick H Leonard","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"brl9047","Bryan Leppert","Assistant Professor of Clinical Medicine","Medicine",1,0,37.0
E_tail,"sde4016","Sapna Desai","Assistant Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",1,0,
E_tail,"efd9005","Elaina Dellacava","Assistant Professor of Psychiatry in Clinical Medicine","Medicine",1,0,
E_tail,"epw9007","Ethan Wood","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"alc9131","Alice Danforth Caesar","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"ank4045","Angela Kanna","Assistant Professor of Clinical Radiology","Radiology",1,0,
E_tail,"dab9048","David J. Brda","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"zqs9004","Samara Levin","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"brt9075","Brittany Tusa","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",1,0,
E_tail,"veb9039","Vena Budhan","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",1,0,
E_tail,"alg4055","Alan Ge","Instructor in Medicine","Medicine",1,0,30.0
E_tail,"cts9001","Charles T Silvera","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"mdm2006","Michael McIntosh","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"emb9075","Emily Babiss","Assistant Professor of Clinical Radiology","Radiology",1,0,34.0
E_tail,"arg9065","Aria Grillo","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",1,0,
E_tail,"lcw9005","Laura Watson","Assistant Professor of Clinical Radiology","Radiology",1,0,
E_tail,"xiw9010","Xiaohui Wang","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"qey9001","Farah Naim","Assistant Professor of Clinical Radiology","Radiology",1,0,
E_tail,"lms9019","Lourdes M. Sanso","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"ram9199","Raymond Luke","Assistant Professor of Clinical Radiation Oncology","Radiation Oncology",1,0,
E_tail,"cbh2001","Carolyn B Hiltebeitel","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,
E_tail,"bev9028","Behrooz Vaziri","Assistant Professor of Clinical Radiology","Radiology",1,0,
E_tail,"kau4003","Karlen Ulubabyan","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"chc9378","Chrissy Cherenfant","Assistant Professor of Clinical Anesthesiology","Anesthesiology",1,0,
E_tail,"hss9007","Hank Swerdloff","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"kew9082","Kevin Wong","Assistant Professor of Clinical Anesthesiology","Anesthesiology",1,0,
E_tail,"gmp4002","Gregory Pitaro","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"hap4005","Hannah Pee","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,40.0
E_tail,"joj4015","Johnatan Jhon","Assistant Professor of Clinical Anesthesiology","Anesthesiology",1,0,
E_tail,"mal4030","Madeline Levitt","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",1,0,
E_tail,"fyg9003","Fayrisa Greenwald","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"jcm2008","Jacquelyn C. McConville","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"adg4008","Adam Goldman","Instructor in Ophthalmology","Ophthalmology",1,0,
E_tail,"saf9124","Samantha Feder","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"nes9060","Neha Sharma","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"aba9034","Abdul-Aziz Ahmed","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",1,0,
E_tail,"adk9016","Adnan Mustafa Khdair","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"jsd9002","Jacqueline S. Panzone","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"pnm9003","Paula Marn Acevedo","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",1,0,
E_tail,"rjc4001","Reed Colling","Instructor in Clinical Emergency Medicine","Emergency Medicine",1,0,
E_tail,"lma9012","Lawrence Asprec","Assistant Professor of Clinical Medicine","Medicine",1,0,28.0
E_tail,"snh2001","Saira Naz Haider","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"jhm9005","John Mahlstedt","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"dac4034","Danial Ceasar","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"jba9005","Jeffrey Anderson","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"jiv9006","Jini Hyun","Assistant Professor of Clinical Medicine","Medicine",1,0,34.0
E_tail,"jlp9021","Jessica Patel","Assistant Professor of Clinical Radiology","Radiology",1,0,
E_tail,"mtn9004","Matthew Thai-Khang Nguyen","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",1,0,
E_tail,"hak2012","Hannah Kim","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,40.0
E_tail,"mdn7001","Matthew Nguyen","Assistant Professor of Ophthalmology","Ophthalmology",1,0,
E_tail,"diy9001","Diana Yin","Clinical Assistant Professor of Pathology and Laboratory Medicine","Pathology and Laboratory Medicine",1,0,
E_tail,"lea9031","Lisa Amatangelo","Assistant Professor of Clinical Radiology","Radiology",1,0,
E_tail,"jsl7003","Janelle Lambert","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",1,0,
E_tail,"jkm9009","Julia Meisler","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"makisele","Michael Kiselev","Assistant Professor of Clinical Anesthesiology","Anesthesiology",1,0,
E_tail,"cjl9005","Caroline Lee","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",1,0,
E_tail,"zak2005","Zahraa Khan","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"rsw9008","Robert S. Wong","Assistant Professor of Clinical Anesthesiology","Anesthesiology",1,0,
E_tail,"dlg9018","Michael Nicoletti","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",1,0,
E_tail,"wys9005","Amir Jahanshad","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,
E_tail,"jmk9018","James M Kim","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,35.0
E_tail,"btu9003","Alexander Jordan","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"jel9158","Jennifer Lee","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,42.0
E_tail,"eef9007","Emily Frey","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"cam9285","Casey Mason","Instructor in Pediatrics","Pediatrics",1,0,
E_tail,"dsb9003","Dorian Batt","Assistant Professor of Clinical Anesthesiology","Anesthesiology",1,0,
E_tail,"akp9015","Akash Patel","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"heg3003","Helene Geramian","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",1,0,
E_tail,"dsd9007","David Downing","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",1,0,
E_tail,"ika9001","Hai Chen","Associate Professor of Clinical Neurology","Neurology",1,0,40.0
E_tail,"anb9258","Anirban Basu","Assistant Professor of Clinical Medicine","Medicine",1,0,
E_tail,"rop9159","Robert Peng","Assistant Professor of Clinical Radiology","Radiology",1,0,41.0
E_tail,"ekj9001","Erika K. Jakobson","Assistant Professor of Clinical Psychiatry","Psychiatry",1,0,
E_tail,"bis9013","Brooke Ilana Spector","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,
E_tail,"mnh9003","MacKenzi Nicole Preston","Assistant Professor of Clinical Pediatrics","Pediatrics",1,0,
E_tail,"shp9181","Shiran Porat","Assistant Professor of Clinical Medicine","Medicine",1,0,
